mod_mass,total_psm_count,mod_mass_spec_id,code
1519.554665,1668,2523,N[1519.554665]
1183.412632,1654,2330,N[1183.412632]
1661.52139,1645,2598,N[1661.52139]
1581.512148,1629,2560,N[1581.512148]
43.005814,1590,646,N-term of protein[43.005814]
-17.026549,1567,165,T of protein[-17.026549]
1494.52303,1566,2509,N[1494.52303]
1346.442946,1550,2426,S/T[1346.442946]
1536.321581,1549,2536,S/T[1536.321581]
1620.442414,1533,2577,S/T[1620.442414]
206.167065,1524,1425,G of protein[206.167065]
1532.549914,1523,2530,S/T[1532.549914]
1774.559552,1514,2654,N[1774.559552]
1823.574213,1459,2673,N[1823.574213]
1651.596924,1451,2595,N[1651.596924]
57.021464,1440,754,K[57.021464]
1991.494645,1433,2760,S/T[1991.494645]
1824.665732,1398,2678,S/T[1824.665732]
453.212452,1354,1892,C-term of peptide[453.212452]
1767.644268,1351,2651,S/T[1767.644268]
1946.687255,1326,2739,N[1946.687255]
1524.490684,1296,2526,N[1524.490684]
57.021464,1295,746,S[57.021464]
1736.649688,1269,2634,N[1736.649688]
1792.65075,1261,2660,N[1792.65075]
28.0313,1179,518,A[28.0313]
1458.442017,1177,2486,N[1458.442017]
1928.713076,1174,2731,N[1928.713076]
1969.622606,1172,2749,N[1969.622606]
14.01565,1168,380,C[14.01565]
1832.601417,1164,2683,N[1832.601417]
1212.215934,1159,2345,S/T[1212.215934]
1483.464135,1141,2504,N[1483.464135]
1996.750524,1138,2763,N[1996.750524]
1826.681382,1128,2682,N[1826.681382]
386.110369,1121,1835,C-term of protein[386.110369]
1954.703574,1120,2741,N[1954.703574]
1821.549047,1119,2672,N[1821.549047]
1930.64943,1117,2733,N[1930.64943]
57.021464,1092,752,G[57.021464]
1928.553146,1061,2730,N[1928.553146]
1661.554784,1048,2599,N[1661.554784]
1930.69234,1020,2734,N[1930.69234]
1565.560144,1019,2551,N[1565.560144]
1743.607882,1000,2637,N[1743.607882]
1620.494841,981,2578,N[1620.494841]
1848.596331,979,2687,N[1848.596331]
14.01565,944,382,K[14.01565]
57.021464,928,749,H[57.021464]
1969.703239,918,2751,S/T[1969.703239]
3549.536568,894,2774,K[3549.536568]
123.00853,884,1063,C-term of protein[123.00853]
1927.532745,875,2728,S/T[1927.532745]
1929.671939,835,2732,N[1929.671939]
1848.639242,812,2688,N[1848.639242]
1987.670893,808,2757,N[1987.670893]
1727.612968,742,2630,N[1727.612968]
1345.465456,720,2424,T[1345.465456]
28.0313,704,515,K[28.0313]
1977.638925,687,2755,N[1977.638925]
324.035867,675,1739,K of peptide/R of peptide[324.035867]
1345.465456,665,2422,S[1345.465456]
1936.612375,644,2735,N[1936.612375]
1952.60729,631,2740,N[1952.60729]
263.237491,613,1616,C-term of peptide[263.237491]
114.042927,587,1018,N-term of protein[114.042927]
14.01565,568,381,H[14.01565]
1993.633839,548,2761,N[1993.633839]
1458.475412,530,2487,N[1458.475412]
28.0313,516,519,N[28.0313]
208.182715,507,1426,G of protein[208.182715]
831.197041,499,2138,C-term of protein[831.197041]
1955.687589,473,2742,N[1955.687589]
58.005479,466,767,G[58.005479]
1823.607608,431,2674,N[1823.607608]
57.021464,397,747,M[57.021464]
14.01565,377,388,N-term of peptide[14.01565]
45.987721,360,687,G[45.987721]
159.035399,354,1267,K[159.035399]
42.021798,340,629,C[42.021798]
368.344302,335,1821,C-term of protein[368.344302]
-58.005479,315,39,G of peptide[-58.005479]
58.005479,222,762,K[58.005479]
15.994915,210,423,G of peptide[15.994915]
28.0313,208,511,C[28.0313]
-18.010565,197,156,Q of protein[-18.010565]
220.182715,191,1493,C[220.182715]
45.987721,136,689,D[45.987721]
28.0313,130,513,N-term of protein[28.0313]
56.0626,129,741,G[56.0626]
71.037114,124,822,K[71.037114]
42.04695,105,639,R[42.04695]
107.997631,102,972,S[107.997631]
98.073165,89,933,K[98.073165]
107.997631,86,973,T[107.997631]
129.042593,80,1091,E[129.042593]
45.987721,75,688,N[45.987721]
219.089543,66,1488,K[219.089543]
107.997631,62,975,K[107.997631]
107.997631,51,974,Y[107.997631]
40.0313,51,611,K[40.0313]
1969.632122,37,2750,N[1969.632122]
58.005479,32,761,W[58.005479]
40.0313,21,612,H[40.0313]
15.977156,16,407,G of protein[15.977156]
-18.010565,14,153,N of protein[-18.010565]
45.987721,13,684,K[45.987721]
332.19876,11,1770,C[332.19876]
788.725777,6,2113,C of protein[788.725777]
